DOY,	MES,	DIA,	HS,	IDT,	GHI,	DNI,	GTI20,	GTI35,	GTI45,	GTI60,	GTI90,	TAM,	HRE,	PAM,	VVI10,	DVI10,	VVI20,	DVI20,	CZ,	AS,	GS
107,	4,	17,	2,	106.083,	0,	0,	0,	0,	0,	0,	0,	14.4,	74,	1019.3,	5.1,	190,	2.4,	105,	0.000,	0.0,	0.0
107,	4,	17,	3,	106.125,	0,	0,	0,	0,	0,	0,	0,	13.0,	77,	1018.6,	4.6,	190,	2.0,	106,	0.000,	0.0,	0.0
107,	4,	17,	4,	106.167,	0,	0,	0,	0,	0,	0,	0,	10.6,	87,	1018.6,	2.6,	190,	1.8,	72,	0.000,	0.0,	0.0
107,	4,	17,	5,	106.208,	0,	0,	0,	0,	0,	0,	0,	10.2,	85,	1019.1,	4.1,	180,	1.9,	60,	0.000,	0.0,	0.0
107,	4,	17,	6,	106.250,	0,	0,	0,	0,	0,	0,	0,	9.6,	92,	1018.5,	4.6,	190,	2.1,	48,	0.000,	0.0,	0.0
107,	4,	17,	7,	106.292,	0,	0,	0,	0,	0,	0,	0,	9.6,	92,	1018.5,	3.6,	190,	2.4,	33,	0.000,	0.0,	0.0
107,	4,	17,	8,	106.333,	0,	0,	0,	0,	0,	0,	0,	9.2,	89,	1019.6,	3.1,	190,	2.2,	17,	0.000,	0.0,	0.0
107,	4,	17,	9,	106.375,	0,	0,	0,	0,	0,	0,	0,	7.8,	94,	1019.4,	2.6,	210,	1.9,	17,	0.000,	0.0,	0.0
107,	4,	17,	10,	106.417,	0,	0,	0,	0,	0,	0,	0,	8.4,	97,	1019.7,	3.1,	180,	2.8,	14,	0.000,	0.0,	0.0
107,	4,	17,	11,	106.458,	111,	415,	158,	185,	198,	208,	191,	11.0,	95,	1020.1,	4.1,	190,	3.3,	9,	0.163,	9.4,	-70.5
107,	4,	17,	12,	106.500,	294,	626,	390,	438,	456,	460,	388,	15.2,	81,	1020.4,	3.1,	180,	2.5,	216,	0.351,	20.6,	-60.6
107,	4,	17,	13,	106.542,	461,	716,	593,	654,	673,	668,	542,	16.0,	75,	1020.3,	3.6,	200,	2.3,	40,	0.509,	30.6,	-48.5
107,	4,	17,	14,	106.583,	594,	788,	757,	828,	848,	836,	664,	18.0,	71,	1020.3,	3.1,	200,	1.8,	321,	0.625,	38.7,	-33.5
107,	4,	17,	15,	106.625,	672,	821,	851,	928,	949,	932,	733,	18.0,	69,	1020.0,	3.1,	230,	2.1,	292,	0.692,	43.8,	-15.0
107,	4,	17,	16,	106.667,	687,	827,	869,	947,	968,	950,	746,	17.8,	69,	1019.9,	2.6,	170,	2.1,	250,	0.705,	44.8,	5.6
107,	4,	17,	17,	106.708,	637,	807,	809,	884,	904,	889,	702,	18.0,	71,	1018.5,	5.1,	180,	1.7,	208,	0.663,	41.5,	25.4
107,	4,	17,	18,	106.750,	528,	755,	676,	742,	762,	753,	604,	18.0,	71,	1018.5,	3.6,	210,	2.1,	201,	0.568,	34.6,	42.1
107,	4,	17,	19,	106.792,	370,	653,	481,	534,	552,	552,	456,	17.0,	74,	1018.5,	3.6,	210,	2.5,	207,	0.428,	25.4,	55.4
107,	4,	17,	20,	106.833,	188,	493,	254,	290,	304,	311,	272,	16.4,	79,	1018.5,	2.6,	190,	1.7,	215,	0.252,	14.6,	66.2
107,	4,	17,	21,	106.875,	37,	230,	47,	61,	68,	76,	79,	16.2,	79,	1018.5,	2.6,	220,	0.6,	131,	0.052,	3.0,	75.4
107,	4,	17,	22,	106.917,	0,	0,	0,	0,	0,	0,	0,	14.4,	89,	1018.3,	2.1,	160,	0.8,	52,	0.000,	0.0,	0.0
107,	4,	17,	23,	106.958,	0,	0,	0,	0,	0,	0,	0,	14.2,	89,	1018.3,	2.1,	120,	1.9,	53,	0.000,	0.0,	0.0
108,	4,	18,	0,	107.000,	0,	0,	0,	0,	0,	0,	0,	13.8,	91,	1018.3,	2.1,	110,	2.7,	35,	0.000,	0.0,	0.0
108,	4,	18,	1,	107.042,	0,	0,	0,	0,	0,	0,	0,	12.4,	95,	1017.8,	2.1,	60,	3.0,	48,	0.000,	0.0,	0.0
108,	4,	18,	2,	107.083,	0,	0,	0,	0,	0,	0,	0,	11.8,	98,	1018.7,	3.1,	60,	2.7,	335,	0.000,	0.0,	0.0
108,	4,	18,	3,	107.125,	0,	0,	0,	0,	0,	0,	0,	11.2,	97,	1018.3,	4.1,	50,	2.2,	307,	0.000,	0.0,	0.0
108,	4,	18,	4,	107.167,	0,	0,	0,	0,	0,	0,	0,	11.2,	97,	1017.9,	3.6,	50,	3.8,	317,	0.000,	0.0,	0.0
108,	4,	18,	5,	107.208,	0,	0,	0,	0,	0,	0,	0,	10.8,	90,	1017.8,	2.6,	40,	3.8,	319,	0.000,	0.0,	0.0
108,	4,	18,	6,	107.250,	0,	0,	0,	0,	0,	0,	0,	10.0,	90,	1017.8,	2.6,	50,	4.0,	314,	0.000,	0.0,	0.0
108,	4,	18,	7,	107.292,	0,	0,	0,	0,	0,	0,	0,	9.5,	91,	1017.4,	3.1,	30,	4.9,	312,	0.000,	0.0,	0.0
108,	4,	18,	8,	107.333,	0,	0,	0,	0,	0,	0,	0,	10.0,	92,	1016.7,	3.6,	360,	4.4,	310,	0.000,	0.0,	0.0
108,	4,	18,	9,	107.375,	0,	0,	0,	0,	0,	0,	0,	10.0,	90,	1016.7,	3.1,	360,	4.8,	303,	0.000,	0.0,	0.0
108,	4,	18,	10,	107.417,	0,	0,	0,	0,	0,	0,	0,	10.4,	92,	1017.3,	3.1,	360,	4.8,	299,	0.000,	0.0,	0.0
108,	4,	18,	11,	107.458,	101,	334,	140,	163,	173,	181,	166,	13.4,	84,	1017.3,	5.1,	20,	5.2,	295,	0.160,	9.2,	-70.2
108,	4,	18,	12,	107.500,	280,	563,	369,	413,	430,	434,	368,	16.1,	70,	1017.4,	5.1,	10,	4.5,	293,	0.348,	20.4,	-60.2
108,	4,	18,	13,	107.542,	456,	713,	590,	651,	671,	668,	544,	20.4,	56,	1017.4,	5.1,	10,	4.4,	294,	0.506,	30.4,	-48.2
108,	4,	18,	14,	107.583,	590,	786,	753,	825,	846,	835,	666,	22.6,	50,	1017.0,	5.1,	20,	4.3,	291,	0.622,	38.4,	-33.2
108,	4,	18,	15,	107.625,	667,	819,	847,	925,	947,	931,	735,	24.2,	48,	1016.4,	6.7,	40,	4.3,	287,	0.688,	43.5,	-14.8
108,	4,	18,	16,	107.667,	682,	825,	865,	944,	966,	949,	748,	24.4,	45,	1015.8,	5.7,	20,	3.7,	281,	0.700,	44.5,	5.7
108,	4,	18,	17,	107.708,	632,	805,	805,	880,	901,	888,	704,	24.8,	45,	1016.0,	4.1,	30,	3.8,	263,	0.658,	41.1,	25.3
108,	4,	18,	18,	107.750,	523,	752,	671,	738,	759,	752,	605,	24.6,	47,	1015.0,	4.1,	40,	2.9,	265,	0.564,	34.3,	41.9
108,	4,	18,	19,	107.792,	365,	650,	476,	530,	548,	550,	456,	23.4,	51,	1015.2,	6.7,	20,	3.0,	253,	0.424,	25.1,	55.1
108,	4,	18,	20,	107.833,	193,	554,	267,	307,	324,	334,	294,	21.6,	61,	1016.0,	3.1,	50,	2.3,	269,	0.248,	14.3,	65.9
108,	4,	18,	21,	107.875,	35,	228,	43,	58,	66,	74,	76,	20.0,	61,	1015.3,	3.1,	70,	0.6,	290,	0.048,	2.7,	75.1
108,	4,	18,	22,	107.917,	0,	0,	0,	0,	0,	0,	0,	18.4,	70,	1016.1,	4.6,	70,	1.5,	327,	0.000,	0.0,	0.0
108,	4,	18,	23,	107.958,	0,	0,	0,	0,	0,	0,	0,	18.6,	68,	1016.3,	4.6,	70,	1.6,	344,	0.000,	0.0,	0.0
109,	4,	19,	0,	108.000,	0,	0,	0,	0,	0,	0,	0,	17.0,	78,	1016.5,	4.6,	70,	2.3,	316,	0.000,	0.0,	0.0
109,	4,	19,	1,	108.042,	0,	0,	0,	0,	0,	0,	0,	17.0,	78,	1016.3,	4.6,	60,	3.1,	47,	0.000,	0.0,	0.0
109,	4,	19,	2,	108.083,	0,	0,	0,	0,	0,	0,	0,	14.0,	89,	1016.3,	3.6,	70,	2.9,	332,	0.000,	0.0,	0.0
109,	4,	19,	3,	108.125,	0,	0,	0,	0,	0,	0,	0,	14.0,	89,	1016.3,	3.6,	60,	4.0,	320,	0.000,	0.0,	0.0
109,	4,	19,	4,	108.167,	0,	0,	0,	0,	0,	0,	0,	13.8,	86,	1016.3,	5.1,	60,	4.9,	310,	0.000,	0.0,	0.0
109,	4,	19,	5,	108.208,	0,	0,	0,	0,	0,	0,	0,	13.6,	84,	1016.3,	5.7,	40,	4.7,	310,	0.000,	0.0,	0.0
109,	4,	19,	6,	108.250,	0,	0,	0,	0,	0,	0,	0,	12.6,	88,	1016.7,	5.7,	70,	4.5,	310,	0.000,	0.0,	0.0
109,	4,	19,	7,	108.292,	0,	0,	0,	0,	0,	0,	0,	11.6,	88,	1016.6,	6.2,	50,	4.8,	306,	0.000,	0.0,	0.0
109,	4,	19,	8,	108.333,	0,	0,	0,	0,	0,	0,	0,	11.4,	88,	1017.5,	4.6,	60,	4.3,	302,	0.000,	0.0,	0.0
109,	4,	19,	9,	108.375,	0,	0,	0,	0,	0,	0,	0,	12.0,	88,	1017.7,	3.1,	50,	4.5,	297,	0.000,	0.0,	0.0
109,	4,	19,	10,	108.417,	0,	0,	0,	0,	0,	0,	0,	12.5,	88,	1019.0,	5.1,	50,	4.4,	290,	0.000,	0.0,	0.0
109,	4,	19,	11,	108.458,	106,	411,	154,	183,	197,	208,	193,	15.7,	82,	1019.5,	6.2,	50,	4.2,	286,	0.157,	9.0,	-69.9
109,	4,	19,	12,	108.500,	289,	629,	388,	438,	457,	464,	395,	19.0,	71,	1020.0,	7.2,	60,	2.6,	283,	0.345,	20.2,	-59.9
109,	4,	19,	13,	108.542,	452,	711,	587,	649,	670,	668,	546,	22.5,	58,	1020.1,	7.2,	50,	3.2,	277,	0.502,	30.1,	-47.9
109,	4,	19,	14,	108.583,	585,	784,	750,	823,	845,	835,	668,	24.3,	53,	1020.1,	9.8,	20,	4.2,	272,	0.618,	38.1,	-32.9
109,	4,	19,	15,	108.625,	662,	818,	844,	923,	945,	931,	737,	25.0,	52,	1020.0,	9.8,	30,	4.1,	267,	0.684,	43.1,	-14.6
109,	4,	19,	16,	108.667,	676,	823,	861,	941,	963,	948,	750,	25.4,	50,	1019.6,	7.2,	30,	3.3,	271,	0.696,	44.1,	5.7
109,	4,	19,	17,	108.708,	626,	803,	800,	877,	899,	887,	706,	26.2,	44,	1019.1,	9.8,	30,	2.4,	263,	0.653,	40.8,	25.2
109,	4,	19,	18,	108.750,	517,	749,	667,	735,	756,	750,	606,	26.1,	47,	1019.0,	7.2,	30,	1.7,	259,	0.559,	34.0,	41.7
109,	4,	19,	19,	108.792,	360,	646,	472,	526,	545,	547,	456,	24.7,	53,	1019.0,	7.2,	30,	1.1,	305,	0.419,	24.8,	54.9
109,	4,	19,	20,	108.833,	188,	548,	262,	303,	320,	331,	293,	22.5,	61,	1019.0,	4.6,	50,	0.5,	309,	0.243,	14.1,	65.7
109,	4,	19,	21,	108.875,	33,	227,	40,	55,	63,	72,	73,	20.0,	69,	1018.8,	4.1,	40,	0.3,	183,	0.043,	2.5,	74.9
109,	4,	19,	22,	108.917,	0,	0,	0,	0,	0,	0,	0,	19.0,	70,	1019.1,	5.7,	50,	1.2,	38,	0.000,	0.0,	0.0
109,	4,	19,	23,	108.958,	0,	0,	0,	0,	0,	0,	0,	18.6,	68,	1019.4,	5.7,	50,	1.6,	43,	0.000,	0.0,	0.0
110,	4,	20,	0,	109.000,	0,	0,	0,	0,	0,	0,	0,	15.2,	86,	1019.5,	7.7,	50,	2.4,	40,	0.000,	0.0,	0.0
110,	4,	20,	1,	109.042,	0,	0,	0,	0,	0,	0,	0,	14.6,	89,	1019.5,	8.2,	40,	3.0,	37,	0.000,	0.0,	0.0
110,	4,	20,	2,	109.083,	0,	0,	0,	0,	0,	0,	0,	14.2,	89,	1019.4,	8.2,	30,	3.6,	23,	0.000,	0.0,	0.0
110,	4,	20,	3,	109.125,	0,	0,	0,	0,	0,	0,	0,	14.2,	89,	1019.3,	9.3,	30,	5.3,	179,	0.000,	0.0,	0.0
110,	4,	20,	4,	109.167,	0,	0,	0,	0,	0,	0,	0,	14.5,	86,	1019.2,	7.2,	40,	3.8,	346,	0.000,	0.0,	0.0
110,	4,	20,	5,	109.208,	0,	0,	0,	0,	0,	0,	0,	14.8,	80,	1019.2,	8.2,	40,	3.9,	341,	0.000,	0.0,	0.0
110,	4,	20,	6,	109.250,	0,	0,	0,	0,	0,	0,	0,	13.2,	86,	1019.2,	9.3,	30,	3.8,	332,	0.000,	0.0,	0.0
110,	4,	20,	7,	109.292,	0,	0,	0,	0,	0,	0,	0,	12.8,	88,	1019.3,	8.7,	30,	4.2,	329,	0.000,	0.0,	0.0
110,	4,	20,	8,	109.333,	0,	0,	0,	0,	0,	0,	0,	13.2,	86,	1019.5,	7.7,	20,	3.9,	318,	0.000,	0.0,	0.0
110,	4,	20,	9,	109.375,	0,	0,	0,	0,	0,	0,	0,	12.0,	93,	1019.7,	8.2,	30,	3.7,	315,	0.000,	0.0,	0.0
110,	4,	20,	10,	109.417,	0,	0,	0,	0,	0,	0,	0,	12.8,	91,	1020.3,	8.7,	30,	3.2,	326,	0.000,	0.0,	0.0
110,	4,	20,	11,	109.458,	104,	410,	153,	182,	196,	208,	194,	15.0,	87,	1021.3,	8.2,	10,	3.2,	325,	0.154,	8.9,	-69.6
110,	4,	20,	12,	109.500,	286,	630,	386,	438,	458,	465,	398,	19.8,	74,	1021.6,	8.2,	20,	2.5,	318,	0.342,	20.0,	-59.6
110,	4,	20,	13,	109.542,	448,	709,	584,	647,	669,	667,	548,	22.8,	61,	1021.6,	10.3,	30,	1.0,	317,	0.498,	29.9,	-47.6
110,	4,	20,	14,	109.583,	580,	782,	746,	821,	843,	835,	671,	25.4,	53,	1021.1,	8.7,	20,	0.9,	219,	0.614,	37.9,	-32.7
110,	4,	20,	15,	109.625,	657,	816,	840,	920,	943,	930,	739,	24.2,	59,	1021.1,	8.2,	20,	1.5,	149,	0.680,	42.8,	-14.5
110,	4,	20,	16,	109.667,	671,	821,	857,	938,	961,	947,	752,	25.0,	58,	1021.1,	6.7,	330,	1.6,	70,	0.692,	43.8,	5.8
110,	4,	20,	17,	109.708,	621,	800,	796,	874,	896,	886,	707,	24.6,	50,	1020.4,	7.7,	320,	3.7,	167,	0.649,	40.5,	25.1
110,	4,	20,	18,	109.750,	512,	746,	662,	731,	753,	748,	607,	23.8,	54,	1020.2,	6.7,	320,	3.8,	168,	0.554,	33.7,	41.5
110,	4,	20,	19,	109.792,	354,	642,	467,	522,	542,	545,	457,	22.8,	61,	1020.4,	3.6,	280,	3.8,	153,	0.414,	24.5,	54.7
110,	4,	20,	20,	109.833,	183,	542,	258,	299,	317,	328,	293,	21.0,	65,	1020.1,	8.7,	190,	3.4,	127,	0.239,	13.8,	65.5
110,	4,	20,	21,	109.875,	27,	161,	32,	43,	49,	55,	56,	19.2,	79,	1020.1,	6.2,	120,	4.3,	119,	0.039,	2.2,	74.6
110,	4,	20,	22,	109.917,	0,	0,	0,	0,	0,	0,	0,	18.6,	84,	1020.1,	4.1,	130,	4.1,	111,	0.000,	0.0,	0.0
110,	4,	20,	23,	109.958,	0,	0,	0,	0,	0,	0,	0,	18.4,	84,	1020.0,	3.1,	180,	3.6,	102,	0.000,	0.0,	0.0
111,	4,	21,	0,	110.000,	0,	0,	0,	0,	0,	0,	0,	18.0,	82,	1020.0,	4.6,	120,	3.6,	85,	0.000,	0.0,	0.0
111,	4,	21,	1,	110.042,	0,	0,	0,	0,	0,	0,	0,	15.2,	93,	1020.3,	3.1,	90,	3.4,	76,	0.000,	0.0,	0.0
111,	4,	21,	2,	110.083,	0,	0,	0,	0,	0,	0,	0,	15.0,	96,	1020.3,	3.2,	175,	3.4,	68,	0.000,	0.0,	0.0
111,	4,	21,	3,	110.125,	0,	0,	0,	0,	0,	0,	0,	15.8,	79,	1020.3,	3.6,	260,	4.2,	49,	0.000,	0.0,	0.0
111,	4,	21,	4,	110.167,	0,	0,	0,	0,	0,	0,	0,	15.5,	93,	1020.5,	4.6,	60,	4.2,	43,	0.000,	0.0,	0.0
111,	4,	21,	5,	110.208,	0,	0,	0,	0,	0,	0,	0,	14.8,	83,	1020.4,	3.1,	300,	3.5,	30,	0.000,	0.0,	0.0
111,	4,	21,	6,	110.250,	0,	0,	0,	0,	0,	0,	0,	12.2,	92,	1020.5,	3.6,	290,	2.9,	25,	0.000,	0.0,	0.0
111,	4,	21,	7,	110.292,	0,	0,	0,	0,	0,	0,	0,	11.8,	93,	1020.6,	3.1,	290,	2.6,	28,	0.000,	0.0,	0.0
111,	4,	21,	8,	110.333,	0,	0,	0,	0,	0,	0,	0,	12.2,	93,	1021.0,	5.7,	220,	3.1,	25,	0.000,	0.0,	0.0
111,	4,	21,	9,	110.375,	0,	0,	0,	0,	0,	0,	0,	12.4,	93,	1021.2,	4.6,	220,	3.9,	22,	0.000,	0.0,	0.0
111,	4,	21,	10,	110.417,	0,	0,	0,	0,	0,	0,	0,	14.8,	86,	1022.8,	4.1,	230,	4.1,	16,	0.000,	0.0,	0.0
111,	4,	21,	11,	110.458,	102,	405,	151,	181,	195,	207,	195,	16.8,	83,	1023.5,	4.1,	240,	4.7,	12,	0.151,	8.7,	-69.3
111,	4,	21,	12,	110.500,	282,	625,	383,	435,	455,	464,	399,	19.5,	75,	1023.5,	7.2,	250,	3.3,	23,	0.338,	19.8,	-59.3
111,	4,	21,	13,	110.542,	444,	706,	581,	645,	667,	667,	550,	22.5,	63,	1023.2,	7.2,	250,	3.3,	26,	0.495,	29.7,	-47.3
111,	4,	21,	14,	110.583,	576,	780,	743,	818,	842,	834,	673,	24.0,	57,	1023.0,	9.3,	220,	4.4,	35,	0.610,	37.6,	-32.4
111,	4,	21,	15,	110.625,	652,	814,	836,	917,	941,	929,	741,	23.9,	62,	1022.7,	7.2,	240,	5.3,	35,	0.675,	42.5,	-14.3
111,	4,	21,	16,	110.667,	666,	819,	852,	935,	959,	946,	754,	23.2,	69,	1022.0,	6.2,	240,	4.5,	50,	0.687,	43.4,	5.8
111,	4,	21,	17,	110.708,	616,	798,	791,	870,	894,	884,	709,	23.5,	63,	1021.8,	7.7,	240,	4.2,	57,	0.644,	40.1,	25.0
111,	4,	21,	18,	110.750,	506,	744,	657,	727,	750,	747,	608,	22.3,	64,	1021.7,	9.3,	240,	3.7,	58,	0.550,	33.3,	41.4
111,	4,	21,	19,	110.792,	349,	639,	463,	518,	539,	543,	457,	21.1,	73,	1021.7,	10.3,	230,	3.3,	63,	0.410,	24.2,	54.5
111,	4,	21,	20,	110.833,	179,	536,	254,	295,	313,	325,	292,	19.7,	79,	1021.5,	7.2,	250,	2.7,	84,	0.234,	13.5,	65.2
111,	4,	21,	21,	110.875,	21,	99,	24,	31,	35,	39,	38,	18.5,	89,	1021.5,	4.6,	270,	2.4,	76,	0.035,	2.0,	74.4
111,	4,	21,	22,	110.917,	0,	0,	0,	0,	0,	0,	0,	18.4,	90,	1021.7,	2.6,	270,	4.9,	86,	0.000,	0.0,	0.0
111,	4,	21,	23,	110.958,	0,	0,	0,	0,	0,	0,	0,	18.0,	92,	1021.7,	7.2,	230,	5.1,	63,	0.000,	0.0,	0.0
112,	4,	22,	0,	111.000,	0,	0,	0,	0,	0,	0,	0,	17.8,	82,	1021.9,	3.6,	280,	4.8,	48,	0.000,	0.0,	0.0
112,	4,	22,	1,	111.042,	0,	0,	0,	0,	0,	0,	0,	17.4,	80,	1021.9,	5.7,	260,	5.1,	45,	0.000,	0.0,	0.0
112,	4,	22,	2,	111.083,	0,	0,	0,	0,	0,	0,	0,	16.6,	80,	1021.9,	3.6,	240,	5.1,	41,	0.000,	0.0,	0.0
112,	4,	22,	3,	111.125,	0,	0,	0,	0,	0,	0,	0,	15.6,	81,	1021.9,	4.6,	240,	3.0,	37,	0.000,	0.0,	0.0
112,	4,	22,	4,	111.167,	0,	0,	0,	0,	0,	0,	0,	15.4,	85,	1021.9,	2.6,	260,	3.8,	39,	0.000,	0.0,	0.0
112,	4,	22,	5,	111.208,	0,	0,	0,	0,	0,	0,	0,	14.5,	90,	1021.9,	2.1,	320,	4.1,	38,	0.000,	0.0,	0.0
112,	4,	22,	6,	111.250,	0,	0,	0,	0,	0,	0,	0,	14.0,	93,	1021.8,	2.6,	330,	4.1,	36,	0.000,	0.0,	0.0
112,	4,	22,	7,	111.292,	0,	0,	0,	0,	0,	0,	0,	14.0,	100,	1021.6,	2.6,	320,	4.2,	32,	0.000,	0.0,	0.0
112,	4,	22,	8,	111.333,	0,	0,	0,	0,	0,	0,	0,	13.6,	100,	1022.0,	2.6,	320,	4.6,	31,	0.000,	0.0,	0.0
112,	4,	22,	9,	111.375,	0,	0,	0,	0,	0,	0,	0,	15.6,	98,	1022.5,	3.1,	320,	4.4,	35,	0.000,	0.0,	0.0
112,	4,	22,	10,	111.417,	0,	0,	0,	0,	0,	0,	0,	15.8,	96,	1022.7,	4.1,	310,	4.5,	33,	0.000,	0.0,	0.0
112,	4,	22,	11,	111.458,	46,	28,	49,	50,	49,	47,	40,	16.0,	91,	1023.5,	3.1,	310,	5.5,	31,	0.148,	8.5,	-69.0
112,	4,	22,	12,	111.500,	143,	52,	149,	150,	147,	140,	115,	16.4,	87,	1023.3,	4.1,	310,	5.3,	29,	0.335,	19.6,	-59.0
112,	4,	22,	13,	111.542,	253,	91,	269,	271,	268,	256,	209,	18.0,	80,	1023.1,	6.2,	310,	6.1,	26,	0.491,	29.4,	-47.0
112,	4,	22,	14,	111.583,	502,	546,	628,	683,	699,	692,	562,	20.0,	74,	1023.5,	6.2,	310,	5.8,	24,	0.606,	37.3,	-32.2
112,	4,	22,	15,	111.625,	647,	812,	832,	914,	939,	929,	743,	20.6,	70,	1022.1,	5.7,	310,	4.6,	22,	0.671,	42.2,	-14.1
112,	4,	22,	16,	111.667,	660,	817,	848,	932,	957,	945,	755,	22.4,	63,	1021.2,	5.1,	310,	4.5,	25,	0.683,	43.1,	5.8
112,	4,	22,	17,	111.708,	610,	796,	787,	867,	891,	883,	710,	23.0,	62,	1021.9,	3.1,	330,	3.2,	30,	0.640,	39.8,	24.9
112,	4,	22,	18,	111.750,	501,	741,	653,	724,	747,	745,	609,	21.4,	74,	1020.3,	7.2,	320,	3.2,	43,	0.545,	33.0,	41.2
112,	4,	22,	19,	111.792,	344,	635,	458,	515,	536,	541,	457,	20.4,	82,	1020.3,	7.2,	320,	3.8,	61,	0.405,	23.9,	54.3
112,	4,	22,	20,	111.833,	174,	530,	249,	291,	310,	323,	291,	19.2,	88,	1021.0,	5.7,	300,	3.9,	70,	0.230,	13.3,	65.0
112,	4,	22,	21,	111.875,	16,	55,	18,	22,	24,	26,	25,	18.2,	94,	1020.2,	3.6,	290,	4.2,	72,	0.030,	1.7,	74.2
112,	4,	22,	22,	111.917,	0,	0,	0,	0,	0,	0,	0,	18.0,	95,	1021.9,	4.6,	270,	4.2,	76,	0.000,	0.0,	0.0
112,	4,	22,	23,	111.958,	0,	0,	0,	0,	0,	0,	0,	17.9,	98,	1021.9,	8.2,	260,	4.1,	81,	0.000,	0.0,	0.0
113,	4,	23,	0,	112.000,	0,	0,	0,	0,	0,	0,	0,	16.4,	99,	1022.1,	6.2,	270,	3.5,	67,	0.000,	0.0,	0.0
113,	4,	23,	1,	112.042,	0,	0,	0,	0,	0,	0,	0,	16.0,	99,	1022.5,	5.1,	270,	3.1,	53,	0.000,	0.0,	0.0
113,	4,	23,	2,	112.083,	0,	0,	0,	0,	0,	0,	0,	15.8,	97,	1022.6,	6.7,	250,	3.8,	41,	0.000,	0.0,	0.0
113,	4,	23,	3,	112.125,	0,	0,	0,	0,	0,	0,	0,	15.8,	96,	1022.5,	3.6,	250,	3.5,	35,	0.000,	0.0,	0.0
113,	4,	23,	4,	112.167,	0,	0,	0,	0,	0,	0,	0,	15.9,	94,	1022.5,	3.6,	290,	3.7,	34,	0.000,	0.0,	0.0
113,	4,	23,	5,	112.208,	0,	0,	0,	0,	0,	0,	0,	15.8,	95,	1022.2,	4.1,	290,	3.7,	34,	0.000,	0.0,	0.0
113,	4,	23,	6,	112.250,	0,	0,	0,	0,	0,	0,	0,	15.4,	93,	1021.7,	3.6,	270,	3.0,	28,	0.000,	0.0,	0.0
113,	4,	23,	7,	112.292,	0,	0,	0,	0,	0,	0,	0,	15.3,	95,	1021.6,	2.6,	280,	3.5,	36,	0.000,	0.0,	0.0
113,	4,	23,	8,	112.333,	0,	0,	0,	0,	0,	0,	0,	15.5,	95,	1021.9,	2.6,	260,	3.3,	29,	0.000,	0.0,	0.0
113,	4,	23,	9,	112.375,	0,	0,	0,	0,	0,	0,	0,	15.2,	95,	1022.1,	5.7,	220,	3.7,	26,	0.000,	0.0,	0.0
113,	4,	23,	10,	112.417,	0,	0,	0,	0,	0,	0,	0,	15.6,	96,	1022.0,	6.7,	220,	4.3,	20,	0.000,	0.0,	0.0
113,	4,	23,	11,	112.458,	95,	378,	143,	172,	186,	197,	189,	17.2,	92,	1022.4,	7.7,	210,	3.7,	14,	0.145,	8.3,	-68.7
113,	4,	23,	12,	112.500,	255,	501,	340,	384,	402,	409,	354,	19.0,	85,	1022.4,	8.2,	220,	4.0,	13,	0.332,	19.4,	-58.7
113,	4,	23,	13,	112.542,	436,	701,	574,	641,	664,	666,	553,	21.2,	79,	1022.3,	7.2,	210,	3.6,	8,	0.488,	29.2,	-46.8
113,	4,	23,	14,	112.583,	566,	776,	736,	813,	838,	833,	676,	23.8,	69,	1021.7,	6.7,	220,	3.6,	42,	0.602,	37.0,	-31.9
113,	4,	23,	15,	112.625,	642,	810,	828,	912,	937,	928,	745,	25.2,	60,	1021.3,	6.2,	230,	3.2,	348,	0.667,	41.8,	-14.0
113,	4,	23,	16,	112.667,	655,	815,	844,	929,	954,	944,	757,	23.8,	71,	1021.0,	6.2,	240,	1.8,	332,	0.678,	42.7,	5.9
113,	4,	23,	17,	112.708,	536,	572,	672,	732,	750,	741,	601,	22.6,	76,	1020.7,	6.2,	270,	3.4,	221,	0.635,	39.4,	24.9
113,	4,	23,	18,	112.750,	496,	738,	648,	720,	744,	744,	610,	21.4,	82,	1020.1,	5.7,	240,	4.2,	183,	0.541,	32.7,	41.0
113,	4,	23,	19,	112.792,	339,	631,	454,	511,	533,	539,	457,	20.4,	85,	1020.1,	3.1,	270,	4.1,	173,	0.401,	23.6,	54.1
113,	4,	23,	20,	112.833,	170,	523,	245,	287,	306,	320,	290,	19.6,	89,	1020.2,	2.6,	320,	4.7,	157,	0.225,	13.0,	64.8
113,	4,	23,	21,	112.875,	12,	27,	13,	14,	15,	16,	15,	18.8,	92,	1020.2,	2.6,	320,	4.5,	140,	0.026,	1.5,	73.9
113,	4,	23,	22,	112.917,	0,	0,	0,	0,	0,	0,	0,	18.8,	86,	1021.0,	2.1,	360,	3.4,	108,	0.000,	0.0,	0.0
113,	4,	23,	23,	112.958,	0,	0,	0,	0,	0,	0,	0,	18.8,	88,	1021.1,	3.1,	10,	3.2,	94,	0.000,	0.0,	0.0
114,	4,	24,	0,	113.000,	0,	0,	0,	0,	0,	0,	0,	18.4,	96,	1021.1,	3.6,	10,	3.1,	88,	0.000,	0.0,	0.0
114,	4,	24,	1,	113.042,	0,	0,	0,	0,	0,	0,	0,	17.6,	86,	1021.2,	3.6,	360,	3.5,	66,	0.000,	0.0,	0.0
