DOY,	MES,	DIA,	HS,	IDT,	GHI,	DNI,	GTI20,	GTI35,	GTI45,	GTI60,	GTI90,	TAM,	HRE,	PAM,	VVI10,	DVI10,	VVI20,	DVI20,	CZ,	AS,	GS
137,	5,	17,	10,	136.417,	0,	0,	0,	0,	0,	0,	0,	13.8,	88,	1015.0,	6.2,	130,	4.2,	315,	0.000,	0.0,	0.0
137,	5,	17,	11,	136.458,	38,	103,	54,	56,	56,	54,	51,	14.2,	84,	1015.1,	7.2,	130,	4.6,	316,	0.078,	4.4,	-62.9
137,	5,	17,	12,	136.500,	85,	24,	88,	88,	86,	82,	68,	15.8,	75,	1015.0,	7.7,	150,	3.8,	325,	0.257,	14.9,	-53.2
137,	5,	17,	13,	136.542,	141,	19,	143,	140,	136,	127,	102,	18.4,	68,	1014.8,	7.7,	140,	4.0,	329,	0.406,	24.0,	-41.7
137,	5,	17,	14,	136.583,	309,	182,	359,	380,	385,	381,	323,	19.8,	59,	1014.4,	7.7,	150,	3.3,	328,	0.515,	31.0,	-27.8
137,	5,	17,	15,	136.625,	504,	657,	684,	775,	810,	823,	704,	22.4,	48,	1013.0,	8.7,	160,	1.7,	295,	0.576,	35.2,	-11.6
137,	5,	17,	16,	136.667,	511,	653,	692,	782,	818,	830,	709,	23.0,	45,	1012.0,	7.7,	150,	1.8,	321,	0.585,	35.8,	5.8
137,	5,	17,	17,	136.708,	408,	426,	528,	587,	610,	617,	529,	24.0,	40,	1011.5,	8.2,	150,	2.1,	98,	0.542,	32.8,	22.6
137,	5,	17,	18,	136.750,	296,	286,	372,	409,	423,	427,	372,	24.4,	39,	1011.0,	8.2,	150,	1.7,	52,	0.448,	26.6,	37.3
137,	5,	17,	19,	136.792,	232,	475,	338,	397,	425,	445,	408,	23.6,	43,	1010.5,	8.2,	150,	2.7,	186,	0.311,	18.1,	49.6
137,	5,	17,	20,	136.833,	92,	383,	162,	191,	191,	192,	193,	21.4,	54,	1010.4,	7.7,	150,	2.3,	181,	0.141,	8.1,	59.8
137,	5,	17,	21,	136.875,	0,	0,	0,	0,	0,	0,	0,	20.0,	56,	1010.5,	7.7,	160,	2.2,	158,	0.000,	0.0,	0.0
137,	5,	17,	22,	136.917,	0,	0,	0,	0,	0,	0,	0,	19.4,	56,	1011.0,	7.2,	160,	2.7,	123,	0.000,	0.0,	0.0
137,	5,	17,	23,	136.958,	0,	0,	0,	0,	0,	0,	0,	18.2,	58,	1011.0,	8.7,	160,	2.3,	116,	0.000,	0.0,	0.0
138,	5,	18,	0,	137.000,	0,	0,	0,	0,	0,	0,	0,	17.4,	61,	1011.2,	6.7,	160,	3.1,	97,	0.000,	0.0,	0.0
138,	5,	18,	1,	137.042,	0,	0,	0,	0,	0,	0,	0,	18.0,	58,	1011.4,	7.2,	160,	3.7,	72,	0.000,	0.0,	0.0
138,	5,	18,	2,	137.083,	0,	0,	0,	0,	0,	0,	0,	17.6,	61,	1011.4,	7.2,	160,	3.6,	51,	0.000,	0.0,	0.0
138,	5,	18,	3,	137.125,	0,	0,	0,	0,	0,	0,	0,	17.2,	66,	1011.6,	7.2,	160,	3.2,	31,	0.000,	0.0,	0.0
138,	5,	18,	4,	137.167,	0,	0,	0,	0,	0,	0,	0,	17.2,	70,	1011.4,	6.7,	170,	2.6,	18,	0.000,	0.0,	0.0
138,	5,	18,	5,	137.208,	0,	0,	0,	0,	0,	0,	0,	18.2,	65,	1010.8,	6.7,	160,	2.9,	14,	0.000,	0.0,	0.0
138,	5,	18,	6,	137.250,	0,	0,	0,	0,	0,	0,	0,	18.0,	68,	1010.6,	5.7,	160,	3.1,	26,	0.000,	0.0,	0.0
138,	5,	18,	7,	137.292,	0,	0,	0,	0,	0,	0,	0,	18.0,	67,	1010.5,	5.7,	160,	3.0,	28,	0.000,	0.0,	0.0
138,	5,	18,	8,	137.333,	0,	0,	0,	0,	0,	0,	0,	17.6,	67,	1010.5,	5.7,	150,	3.2,	22,	0.000,	0.0,	0.0
138,	5,	18,	9,	137.375,	0,	0,	0,	0,	0,	0,	0,	17.4,	67,	1010.6,	6.2,	160,	3.7,	32,	0.000,	0.0,	0.0
138,	5,	18,	10,	137.417,	0,	0,	0,	0,	0,	0,	0,	16.4,	74,	1011.1,	6.7,	150,	4.9,	33,	0.000,	0.0,	0.0
138,	5,	18,	11,	137.458,	42,	162,	67,	71,	71,	70,	68,	17.6,	68,	1011.1,	6.2,	150,	5.9,	45,	0.075,	4.3,	-62.8
138,	5,	18,	12,	137.500,	112,	80,	128,	136,	138,	137,	120,	19.6,	60,	1011.1,	6.7,	150,	5.9,	39,	0.254,	14.7,	-53.1
138,	5,	18,	13,	137.542,	134,	17,	136,	132,	128,	120,	96,	20.4,	59,	1011.4,	6.7,	140,	6.6,	45,	0.403,	23.8,	-41.5
138,	5,	18,	14,	137.583,	283,	129,	317,	330,	332,	325,	273,	22.0,	56,	1010.4,	7.7,	130,	7.1,	30,	0.512,	30.8,	-27.7
138,	5,	18,	15,	137.625,	417,	372,	526,	578,	597,	600,	512,	23.8,	52,	1010.5,	7.7,	130,	7.8,	29,	0.573,	35.0,	-11.6
138,	5,	18,	16,	137.667,	194,	13,	193,	187,	180,	167,	131,	24.6,	53,	1009.2,	6.7,	130,	7.5,	37,	0.582,	35.6,	5.8
138,	5,	18,	17,	137.708,	112,	5,	111,	107,	103,	95,	74,	24.6,	59,	1009.1,	5.7,	120,	6.3,	34,	0.538,	32.6,	22.5
138,	5,	18,	18,	137.750,	101,	6,	100,	97,	93,	86,	67,	24.6,	57,	1008.1,	6.2,	130,	4.9,	36,	0.445,	26.4,	37.1
138,	5,	18,	19,	137.792,	70,	7,	69,	67,	65,	60,	48,	20.4,	78,	1008.9,	6.2,	130,	3.5,	43,	0.309,	18.0,	49.4
138,	5,	18,	20,	137.833,	25,	6,	26,	25,	24,	22,	18,	19.2,	86,	1008.3,	5.7,	130,	1.8,	44,	0.138,	7.9,	59.7
138,	5,	18,	21,	137.875,	0,	0,	0,	0,	0,	0,	0,	18.8,	90,	1008.2,	6.2,	130,	1.0,	55,	0.000,	0.0,	0.0
138,	5,	18,	22,	137.917,	0,	0,	0,	0,	0,	0,	0,	18.6,	92,	1008.0,	6.2,	130,	1.7,	79,	0.000,	0.0,	0.0
138,	5,	18,	23,	137.958,	0,	0,	0,	0,	0,	0,	0,	19.0,	88,	1008.3,	6.2,	120,	3.5,	67,	0.000,	0.0,	0.0
139,	5,	19,	0,	138.000,	0,	0,	0,	0,	0,	0,	0,	18.6,	90,	1008.5,	5.7,	120,	3.7,	30,	0.000,	0.0,	0.0
139,	5,	19,	1,	138.042,	0,	0,	0,	0,	0,	0,	0,	18.2,	92,	1008.7,	5.1,	120,	1.7,	37,	0.000,	0.0,	0.0
139,	5,	19,	2,	138.083,	0,	0,	0,	0,	0,	0,	0,	17.6,	96,	1008.8,	6.2,	110,	1.2,	24,	0.000,	0.0,	0.0
139,	5,	19,	3,	138.125,	0,	0,	0,	0,	0,	0,	0,	17.6,	94,	1008.9,	5.7,	110,	0.6,	44,	0.000,	0.0,	0.0
139,	5,	19,	4,	138.167,	0,	0,	0,	0,	0,	0,	0,	17.4,	98,	1009.0,	5.7,	110,	0.2,	55,	0.000,	0.0,	0.0
139,	5,	19,	5,	138.208,	0,	0,	0,	0,	0,	0,	0,	17.4,	98,	1009.0,	6.2,	120,	0.3,	81,	0.000,	0.0,	0.0
139,	5,	19,	6,	138.250,	0,	0,	0,	0,	0,	0,	0,	17.4,	100,	1009.2,	6.2,	110,	0.9,	118,	0.000,	0.0,	0.0
139,	5,	19,	7,	138.292,	0,	0,	0,	0,	0,	0,	0,	17.6,	98,	1009.3,	6.7,	110,	1.8,	118,	0.000,	0.0,	0.0
139,	5,	19,	8,	138.333,	0,	0,	0,	0,	0,	0,	0,	17.6,	96,	1009.3,	6.7,	110,	3.5,	135,	0.000,	0.0,	0.0
139,	5,	19,	9,	138.375,	0,	0,	0,	0,	0,	0,	0,	17.6,	96,	1008.6,	7.2,	120,	3.2,	113,	0.000,	0.0,	0.0
139,	5,	19,	10,	138.417,	0,	0,	0,	0,	0,	0,	0,	18.2,	94,	1008.0,	6.2,	110,	3.7,	95,	0.000,	0.0,	0.0
139,	5,	19,	11,	138.458,	38,	125,	57,	61,	60,	59,	57,	19.0,	81,	1008.2,	9.3,	120,	2.7,	98,	0.072,	4.1,	-62.6
139,	5,	19,	12,	138.500,	105,	64,	117,	122,	124,	122,	105,	21.0,	85,	1008.0,	8.2,	120,	2.6,	96,	0.251,	14.6,	-52.9
139,	5,	19,	13,	138.542,	199,	93,	220,	228,	229,	224,	190,	23.0,	79,	1008.0,	7.7,	110,	3.3,	105,	0.400,	23.6,	-41.4
139,	5,	19,	14,	138.583,	327,	244,	396,	428,	439,	438,	376,	24.6,	72,	1007.9,	7.7,	110,	2.3,	96,	0.509,	30.6,	-27.6
139,	5,	19,	15,	138.625,	410,	359,	516,	567,	585,	588,	502,	25.2,	71,	1007.0,	7.7,	100,	2.0,	99,	0.570,	34.7,	-11.5
139,	5,	19,	16,	138.667,	448,	458,	582,	648,	673,	680,	581,	26.2,	69,	1006.5,	6.7,	110,	2.2,	127,	0.579,	35.4,	5.7
139,	5,	19,	17,	138.708,	336,	217,	398,	426,	434,	431,	367,	27.8,	65,	1006.3,	5.7,	120,	3.2,	158,	0.535,	32.4,	22.4
139,	5,	19,	18,	138.750,	299,	312,	382,	424,	440,	447,	391,	27.6,	64,	1006.1,	6.2,	120,	3.8,	157,	0.442,	26.3,	37.0
139,	5,	19,	19,	138.792,	249,	613,	383,	458,	494,	522,	483,	27.0,	67,	1005.6,	5.1,	100,	3.8,	135,	0.306,	17.8,	49.2
139,	5,	19,	20,	138.833,	85,	331,	146,	168,	168,	168,	168,	25.2,	76,	1005.7,	5.7,	100,	3.7,	133,	0.136,	7.8,	59.5
139,	5,	19,	21,	138.875,	0,	0,	0,	0,	0,	0,	0,	24.6,	79,	1005.5,	7.2,	80,	3.0,	154,	0.000,	0.0,	0.0
139,	5,	19,	22,	138.917,	0,	0,	0,	0,	0,	0,	0,	23.8,	80,	1005.8,	6.2,	90,	3.5,	154,	0.000,	0.0,	0.0
139,	5,	19,	23,	138.958,	0,	0,	0,	0,	0,	0,	0,	22.8,	84,	1006.4,	5.1,	90,	3.3,	132,	0.000,	0.0,	0.0
140,	5,	20,	0,	139.000,	0,	0,	0,	0,	0,	0,	0,	22.6,	86,	1006.5,	7.2,	100,	2.9,	135,	0.000,	0.0,	0.0
140,	5,	20,	1,	139.042,	0,	0,	0,	0,	0,	0,	0,	23.0,	83,	1006.2,	6.7,	100,	2.6,	133,	0.000,	0.0,	0.0
140,	5,	20,	2,	139.083,	0,	0,	0,	0,	0,	0,	0,	23.2,	83,	1006.2,	6.7,	110,	3.1,	146,	0.000,	0.0,	0.0
140,	5,	20,	3,	139.125,	0,	0,	0,	0,	0,	0,	0,	22.6,	88,	1007.3,	7.2,	110,	2.9,	160,	0.000,	0.0,	0.0
140,	5,	20,	4,	139.167,	0,	0,	0,	0,	0,	0,	0,	21.2,	93,	1007.5,	6.2,	120,	3.3,	176,	0.000,	0.0,	0.0
140,	5,	20,	5,	139.208,	0,	0,	0,	0,	0,	0,	0,	20.8,	89,	1006.9,	7.2,	120,	3.6,	183,	0.000,	0.0,	0.0
140,	5,	20,	6,	139.250,	0,	0,	0,	0,	0,	0,	0,	19.2,	94,	1007.0,	6.2,	130,	3.5,	185,	0.000,	0.0,	0.0
140,	5,	20,	7,	139.292,	0,	0,	0,	0,	0,	0,	0,	19.4,	96,	1006.6,	6.7,	120,	3.2,	194,	0.000,	0.0,	0.0
140,	5,	20,	8,	139.333,	0,	0,	0,	0,	0,	0,	0,	18.0,	96,	1007.7,	6.7,	120,	4.2,	202,	0.000,	0.0,	0.0
140,	5,	20,	9,	139.375,	0,	0,	0,	0,	0,	0,	0,	17.2,	98,	1008.1,	5.1,	120,	3.8,	204,	0.000,	0.0,	0.0
140,	5,	20,	10,	139.417,	0,	0,	0,	0,	0,	0,	0,	17.6,	94,	1010.0,	5.1,	120,	5.4,	208,	0.000,	0.0,	0.0
140,	5,	20,	11,	139.458,	32,	72,	43,	45,	44,	43,	40,	17.0,	90,	1009.3,	5.1,	140,	4.9,	212,	0.070,	4.0,	-62.4
140,	5,	20,	12,	139.500,	76,	18,	78,	77,	76,	72,	59,	17.0,	90,	1010.0,	5.1,	150,	5.3,	216,	0.249,	14.4,	-52.8
140,	5,	20,	13,	139.542,	60,	4,	60,	58,	55,	51,	40,	17.2,	88,	1010.7,	4.1,	160,	5.1,	224,	0.398,	23.4,	-41.3
140,	5,	20,	14,	139.583,	114,	6,	113,	109,	104,	96,	75,	16.2,	81,	1010.0,	4.6,	160,	6.1,	240,	0.506,	30.4,	-27.5
140,	5,	20,	15,	139.625,	178,	11,	177,	171,	165,	153,	120,	16.2,	83,	1009.4,	4.6,	150,	5.8,	240,	0.567,	34.5,	-11.5
140,	5,	20,	16,	139.667,	180,	11,	179,	173,	167,	155,	122,	16.4,	78,	1009.0,	5.1,	140,	5.8,	245,	0.576,	35.2,	5.7
140,	5,	20,	17,	139.708,	145,	8,	144,	139,	133,	123,	96,	16.4,	85,	1008.3,	5.1,	130,	5.8,	231,	0.532,	32.2,	22.3
140,	5,	20,	18,	139.750,	90,	5,	89,	86,	83,	76,	60,	16.0,	81,	1008.2,	4.1,	120,	5.0,	235,	0.440,	26.1,	36.9
140,	5,	20,	19,	139.792,	45,	4,	45,	43,	42,	39,	30,	16.2,	87,	1007.6,	4.6,	120,	5.3,	231,	0.303,	17.7,	49.1
140,	5,	20,	20,	139.833,	10,	2,	10,	9,	9,	8,	7,	16.4,	89,	1007.9,	3.1,	120,	3.8,	225,	0.134,	7.7,	59.3
140,	5,	20,	21,	139.875,	0,	0,	0,	0,	0,	0,	0,	16.6,	90,	1007.0,	3.1,	120,	2.8,	247,	0.000,	0.0,	0.0
140,	5,	20,	22,	139.917,	0,	0,	0,	0,	0,	0,	0,	16.5,	95,	1006.7,	4.1,	110,	2.5,	242,	0.000,	0.0,	0.0
140,	5,	20,	23,	139.958,	0,	0,	0,	0,	0,	0,	0,	16.6,	96,	1007.2,	3.6,	90,	3.9,	234,	0.000,	0.0,	0.0
141,	5,	21,	0,	140.000,	0,	0,	0,	0,	0,	0,	0,	16.5,	95,	1006.6,	4.1,	90,	3.9,	229,	0.000,	0.0,	0.0
141,	5,	21,	1,	140.042,	0,	0,	0,	0,	0,	0,	0,	16.7,	95,	1006.7,	3.1,	100,	3.9,	222,	0.000,	0.0,	0.0
141,	5,	21,	2,	140.083,	0,	0,	0,	0,	0,	0,	0,	17.0,	96,	1006.4,	3.1,	80,	3.8,	224,	0.000,	0.0,	0.0
141,	5,	21,	3,	140.125,	0,	0,	0,	0,	0,	0,	0,	17.0,	97,	1006.0,	2.6,	70,	3.1,	245,	0.000,	0.0,	0.0
141,	5,	21,	4,	140.167,	0,	0,	0,	0,	0,	0,	0,	17.0,	98,	1005.6,	2.6,	80,	3.7,	249,	0.000,	0.0,	0.0
141,	5,	21,	5,	140.208,	0,	0,	0,	0,	0,	0,	0,	16.8,	99,	1005.6,	3.1,	60,	4.4,	245,	0.000,	0.0,	0.0
141,	5,	21,	6,	140.250,	0,	0,	0,	0,	0,	0,	0,	17.0,	100,	1005.8,	3.1,	60,	5.1,	236,	0.000,	0.0,	0.0
141,	5,	21,	7,	140.292,	0,	0,	0,	0,	0,	0,	0,	16.0,	100,	1007.4,	3.1,	70,	5.5,	238,	0.000,	0.0,	0.0
141,	5,	21,	8,	140.333,	0,	0,	0,	0,	0,	0,	0,	15.8,	100,	1006.4,	3.6,	20,	4.5,	225,	0.000,	0.0,	0.0
141,	5,	21,	9,	140.375,	0,	0,	0,	0,	0,	0,	0,	15.8,	96,	1007.1,	2.6,	60,	5.3,	227,	0.000,	0.0,	0.0
141,	5,	21,	10,	140.417,	0,	0,	0,	0,	0,	0,	0,	15.8,	97,	1006.4,	3.1,	80,	5.8,	222,	0.000,	0.0,	0.0
141,	5,	21,	11,	140.458,	35,	108,	51,	54,	53,	53,	50,	16.4,	97,	1005.8,	4.6,	60,	5.6,	219,	0.067,	3.9,	-62.3
141,	5,	21,	12,	140.500,	98,	55,	109,	113,	114,	111,	96,	17.8,	96,	1005.9,	4.6,	60,	6.2,	221,	0.246,	14.2,	-52.6
141,	5,	21,	13,	140.542,	128,	15,	129,	126,	122,	114,	91,	20.2,	91,	1005.3,	4.6,	60,	6.5,	214,	0.395,	23.2,	-41.2
141,	5,	21,	14,	140.583,	180,	18,	181,	177,	171,	160,	127,	20.4,	91,	1005.8,	4.1,	70,	6.9,	217,	0.503,	30.2,	-27.4
141,	5,	21,	15,	140.625,	116,	5,	115,	111,	106,	98,	76,	20.8,	94,	1005.0,	7.7,	60,	6.7,	219,	0.564,	34.3,	-11.5
141,	5,	21,	16,	140.667,	53,	2,	52,	50,	48,	44,	34,	19.0,	94,	1005.7,	7.7,	50,	6.0,	211,	0.573,	34.9,	5.6
141,	5,	21,	17,	140.708,	64,	3,	63,	61,	59,	54,	42,	17.8,	96,	1005.7,	8.2,	40,	6.2,	204,	0.530,	32.0,	22.2
141,	5,	21,	18,	140.750,	33,	2,	32,	31,	30,	28,	22,	17.4,	98,	1006.5,	7.7,	30,	5.5,	200,	0.437,	25.9,	36.7
141,	5,	21,	19,	140.792,	40,	3,	40,	38,	37,	34,	27,	17.4,	98,	1006.0,	7.7,	20,	4.8,	194,	0.301,	17.5,	48.9
141,	5,	21,	20,	140.833,	28,	8,	28,	28,	27,	25,	20,	17.2,	100,	1007.3,	7.7,	30,	4.3,	187,	0.131,	7.5,	59.1
141,	5,	21,	21,	140.875,	0,	0,	0,	0,	0,	0,	0,	16.8,	100,	1008.3,	6.2,	30,	3.8,	194,	0.000,	0.0,	0.0
141,	5,	21,	22,	140.917,	0,	0,	0,	0,	0,	0,	0,	16.6,	100,	1008.8,	5.7,	20,	3.7,	196,	0.000,	0.0,	0.0
141,	5,	21,	23,	140.958,	0,	0,	0,	0,	0,	0,	0,	16.6,	100,	1008.1,	4.6,	350,	3.7,	172,	0.000,	0.0,	0.0
142,	5,	22,	0,	141.000,	0,	0,	0,	0,	0,	0,	0,	16.4,	100,	1008.3,	2.1,	30,	3.1,	155,	0.000,	0.0,	0.0
142,	5,	22,	1,	141.042,	0,	0,	0,	0,	0,	0,	0,	16.0,	100,	1008.6,	2.1,	76,	3.2,	160,	0.000,	0.0,	0.0
142,	5,	22,	2,	141.083,	0,	0,	0,	0,	0,	0,	0,	15.6,	100,	1009.4,	2.1,	158,	2.9,	149,	0.000,	0.0,	0.0
142,	5,	22,	3,	141.125,	0,	0,	0,	0,	0,	0,	0,	15.4,	100,	1009.7,	2.1,	235,	2.8,	132,	0.000,	0.0,	0.0
142,	5,	22,	4,	141.167,	0,	0,	0,	0,	0,	0,	0,	15.2,	100,	1009.9,	2.1,	270,	2.9,	120,	0.000,	0.0,	0.0
142,	5,	22,	5,	141.208,	0,	0,	0,	0,	0,	0,	0,	15.0,	100,	1010.6,	2.2,	235,	2.3,	117,	0.000,	0.0,	0.0
142,	5,	22,	6,	141.250,	0,	0,	0,	0,	0,	0,	0,	14.6,	100,	1010.8,	2.6,	200,	3.1,	98,	0.000,	0.0,	0.0
142,	5,	22,	7,	141.292,	0,	0,	0,	0,	0,	0,	0,	14.8,	100,	1011.2,	3.6,	210,	2.2,	101,	0.000,	0.0,	0.0
142,	5,	22,	8,	141.333,	0,	0,	0,	0,	0,	0,	0,	14.6,	100,	1011.7,	3.6,	190,	1.6,	98,	0.000,	0.0,	0.0
142,	5,	22,	9,	141.375,	0,	0,	0,	0,	0,	0,	0,	15.0,	100,	1012.4,	2.6,	190,	2.1,	116,	0.000,	0.0,	0.0
142,	5,	22,	10,	141.417,	0,	0,	0,	0,	0,	0,	0,	15.4,	100,	1013.1,	3.1,	170,	2.6,	108,	0.000,	0.0,	0.0
142,	5,	22,	11,	141.458,	33,	93,	46,	49,	48,	47,	45,	15.6,	96,	1013.9,	3.6,	150,	2.7,	109,	0.065,	3.7,	-62.1
142,	5,	22,	12,	141.500,	157,	336,	231,	274,	295,	306,	294,	16.6,	91,	1014.0,	3.6,	130,	1.2,	99,	0.243,	14.1,	-52.5
142,	5,	22,	13,	141.542,	252,	274,	323,	360,	375,	382,	338,	16.8,	89,	1014.4,	3.1,	140,	1.4,	81,	0.392,	23.1,	-41.1
142,	5,	22,	14,	141.583,	374,	424,	493,	553,	578,	588,	512,	17.4,	86,	1014.3,	3.1,	140,	1.7,	98,	0.500,	30.0,	-27.4
142,	5,	22,	15,	141.625,	517,	760,	723,	829,	872,	892,	770,	17.2,	85,	1013.8,	3.1,	150,	4.5,	138,	0.561,	34.1,	-11.5
142,	5,	22,	16,	141.667,	527,	766,	736,	843,	886,	906,	781,	17.4,	83,	1013.5,	4.1,	160,	4.1,	147,	0.570,	34.7,	5.6
142,	5,	22,	17,	141.708,	478,	739,	674,	776,	818,	840,	731,	17.0,	80,	1013.3,	4.6,	140,	5.2,	146,	0.527,	31.8,	22.1
142,	5,	22,	18,	141.750,	356,	584,	505,	585,	620,	641,	570,	16.6,	81,	1012.7,	3.6,	130,	4.0,	134,	0.434,	25.7,	36.6
142,	5,	22,	19,	141.792,	172,	206,	220,	246,	258,	264,	239,	16.0,	85,	1012.4,	4.6,	120,	4.2,	139,	0.299,	17.4,	48.8
142,	5,	22,	20,	141.833,	39,	25,	42,	42,	41,	39,	33,	15.4,	87,	1012.7,	3.1,	120,	4.5,	147,	0.129,	7.4,	59.0
142,	5,	22,	21,	141.875,	0,	0,	0,	0,	0,	0,	0,	15.4,	89,	1012.5,	4.1,	120,	4.0,	145,	0.000,	0.0,	0.0
142,	5,	22,	22,	141.917,	0,	0,	0,	0,	0,	0,	0,	16.0,	85,	1012.6,	4.6,	110,	3.4,	133,	0.000,	0.0,	0.0
142,	5,	22,	23,	141.958,	0,	0,	0,	0,	0,	0,	0,	16.0,	87,	1012.7,	6.2,	110,	2.9,	132,	0.000,	0.0,	0.0
143,	5,	23,	0,	142.000,	0,	0,	0,	0,	0,	0,	0,	15.6,	83,	1012.5,	7.7,	210,	2.4,	115,	0.000,	0.0,	0.0
143,	5,	23,	1,	142.042,	0,	0,	0,	0,	0,	0,	0,	15.6,	83,	1011.7,	7.2,	210,	2.2,	101,	0.000,	0.0,	0.0
143,	5,	23,	2,	142.083,	0,	0,	0,	0,	0,	0,	0,	15.4,	91,	1011.6,	7.7,	200,	2.5,	94,	0.000,	0.0,	0.0
143,	5,	23,	3,	142.125,	0,	0,	0,	0,	0,	0,	0,	15.2,	89,	1010.8,	7.2,	210,	1.8,	81,	0.000,	0.0,	0.0
143,	5,	23,	4,	142.167,	0,	0,	0,	0,	0,	0,	0,	15.2,	87,	1010.5,	5.7,	210,	2.2,	68,	0.000,	0.0,	0.0
143,	5,	23,	5,	142.208,	0,	0,	0,	0,	0,	0,	0,	15.0,	80,	1008.9,	7.7,	210,	1.8,	55,	0.000,	0.0,	0.0
143,	5,	23,	6,	142.250,	0,	0,	0,	0,	0,	0,	0,	15.6,	83,	1008.8,	7.7,	230,	1.6,	53,	0.000,	0.0,	0.0
143,	5,	23,	7,	142.292,	0,	0,	0,	0,	0,	0,	0,	15.2,	84,	1007.5,	8.2,	230,	1.7,	40,	0.000,	0.0,	0.0
143,	5,	23,	8,	142.333,	0,	0,	0,	0,	0,	0,	0,	16.0,	89,	1007.9,	8.2,	220,	1.8,	40,	0.000,	0.0,	0.0
143,	5,	23,	9,	142.375,	0,	0,	0,	0,	0,	0,	0,	16.0,	89,	1008.0,	7.7,	220,	1.7,	46,	0.000,	0.0,	0.0
143,	5,	23,	10,	142.417,	0,	0,	0,	0,	0,	0,	0,	16.2,	91,	1007.8,	6.7,	220,	2.4,	51,	0.000,	0.0,	0.0
143,	5,	23,	11,	142.458,	33,	108,	49,	52,	52,	51,	49,	16.2,	91,	1008.5,	8.2,	230,	3.2,	62,	0.062,	3.6,	-62.0
143,	5,	23,	12,	142.500,	78,	24,	81,	81,	80,	76,	64,	16.5,	91,	1008.7,	8.7,	230,	2.1,	43,	0.241,	13.9,	-52.4
143,	5,	23,	13,	142.542,	86,	6,	85,	82,	79,	73,	58,	16.8,	92,	1009.4,	9.3,	240,	2.7,	34,	0.389,	22.9,	-40.9
143,	5,	23,	14,	142.583,	218,	45,	227,	226,	222,	211,	173,	17.6,	94,	1008.8,	10.8,	240,	3.4,	24,	0.497,	29.8,	-27.3
143,	5,	23,	15,	142.625,	189,	14,	189,	183,	177,	164,	130,	18.0,	92,	1008.4,	11.8,	230,	3.0,	12,	0.558,	33.9,	-11.4
143,	5,	23,	16,	142.667,	166,	9,	165,	159,	153,	142,	111,	17.8,	96,	1008.0,	12.3,	230,	2.8,	314,	0.567,	34.5,	5.6
143,	5,	23,	17,	142.708,	122,	6,	120,	116,	112,	103,	80,	18.8,	94,	1007.0,	11.3,	220,	2.3,	345,	0.524,	31.6,	22.0
143,	5,	23,	18,	142.750,	69,	4,	68,	66,	63,	58,	46,	19.4,	94,	1007.0,	10.8,	230,	1.2,	218,	0.432,	25.6,	36.5
143,	5,	23,	19,	142.792,	35,	3,	34,	33,	32,	30,	23,	17.8,	96,	1007.5,	8.2,	220,	0.7,	212,	0.296,	17.2,	48.6
143,	5,	23,	20,	142.833,	7,	1,	7,	7,	7,	6,	5,	17.2,	98,	1007.2,	8.2,	230,	1.1,	110,	0.127,	7.3,	58.8
143,	5,	23,	21,	142.875,	0,	0,	0,	0,	0,	0,	0,	17.0,	100,	1007.4,	10.8,	240,	2.6,	160,	0.000,	0.0,	0.0
143,	5,	23,	22,	142.917,	0,	0,	0,	0,	0,	0,	0,	16.6,	100,	1008.2,	9.3,	240,	4.0,	197,	0.000,	0.0,	0.0
143,	5,	23,	23,	142.958,	0,	0,	0,	0,	0,	0,	0,	16.4,	100,	1008.2,	9.3,	240,	2.5,	228,	0.000,	0.0,	0.0
144,	5,	24,	0,	143.000,	0,	0,	0,	0,	0,	0,	0,	16.0,	100,	1008.6,	13.4,	240,	0.5,	313,	0.000,	0.0,	0.0
144,	5,	24,	1,	143.042,	0,	0,	0,	0,	0,	0,	0,	15.8,	100,	1008.4,	12.9,	240,	0.9,	317,	0.000,	0.0,	0.0
144,	5,	24,	2,	143.083,	0,	0,	0,	0,	0,	0,	0,	16.0,	100,	1008.9,	12.9,	240,	1.5,	307,	0.000,	0.0,	0.0
144,	5,	24,	3,	143.125,	0,	0,	0,	0,	0,	0,	0,	16.0,	100,	1009.2,	13.9,	240,	1.9,	340,	0.000,	0.0,	0.0
144,	5,	24,	4,	143.167,	0,	0,	0,	0,	0,	0,	0,	16.0,	98,	1009.6,	11.3,	240,	2.2,	328,	0.000,	0.0,	0.0
144,	5,	24,	5,	143.208,	0,	0,	0,	0,	0,	0,	0,	15.2,	100,	1010.2,	10.3,	240,	1.7,	327,	0.000,	0.0,	0.0
144,	5,	24,	6,	143.250,	0,	0,	0,	0,	0,	0,	0,	14.8,	98,	1010.1,	11.8,	240,	2.5,	322,	0.000,	0.0,	0.0
144,	5,	24,	7,	143.292,	0,	0,	0,	0,	0,	0,	0,	14.8,	98,	1010.2,	13.4,	240,	3.9,	306,	0.000,	0.0,	0.0
144,	5,	24,	8,	143.333,	0,	0,	0,	0,	0,	0,	0,	14.8,	93,	1010.2,	11.3,	240,	3.9,	300,	0.000,	0.0,	0.0
144,	5,	24,	9,	143.375,	0,	0,	0,	0,	0,	0,	0,	14.8,	89,	1010.8,	11.3,	240,	4.6,	288,	0.000,	0.0,	0.0
